id,workout_interval_id,ref,stroke_number,power,avg_power,stroke_rate,time,stroke_length,distance,distance_per_stroke,estimated_500m_time,energy_per_stroke,energy_sum,pulse,work_per_pulse,peak_force,peak_force_pos,rel_peak_force_pos,drive_time,recover_time,k,curve_data,stroke_number_in_interval,avg_calculated_power
,9455885,,1,41.73,41.73,42.13,0,136.4,3.31,330.69,215.31,570.73,570.73,136,0,396.65,30.8,0.23,1.424,0,0,"1.7201083000997,144.03521387552,248.3266155257,299.33405576315,311.29699045982,325.08263074875,338.07977317073,352.49215154627,363.04661068825,374.6448114878,381.88551698788,391.63652258552,392.13521653606,396.06331174877,395.57082381472,396.64715710911,393.81799394351,394.74707662892,392.00182956265,390.58553510442,383.49048061494,380.60491584927,373.21092503338,367.15985933741,357.53654353811,347.8425010613,335.21749279821,320.68342951281,304.14160505085,290.19199086222,272.20242799926,258.18425454099,240.62734267536,226.40808444718,213.21860828197,202.22209037702,190.25455418348,179.59677910071,170.00411971901,162.56289871278,155.12874842214,149.6532342079,141.46022845174,134.8315629582,126.42633026373,121.68096403701,113.7329307427,110.09067000738,104.79291109934,98.31005762169,93.214936649777,83.306125594126,70.590211957975,57.690647869486,44.139876909734,27.899561943013,11.145255762066,2.2981580753474,3.3763619635791,1.7495302756355,5.5094644104458,5.0227793776419",1,41.731673199134
,9455885,,2,105.27,73.5,16.91,4.937,147.4,14.08,1077.09,164.7,589.39,1160.12,137,0,406.07,59.4,0.4,1.037,2.511,0,"24.716422483992,2.0609061575041,31.324789189051,63.982859097031,97.977705657301,142.36263582386,163.48963286151,178.73739844438,190.78678226264,208.96120334318,224.71799397244,243.06963626611,258.47385795709,273.51263941498,289.65857287948,307.84352312644,321.50733288376,338.68435726077,350.65938624068,367.50719760415,374.97427878846,386.48194289016,391.84322193117,400.7166063961,401.94995893403,405.28726790046,406.07013908381,405.27419130969,403.42850623992,403.29467352077,395.02730018165,389.63579095034,375.28722631101,367.73519769907,353.27390292135,340.49718816672,326.33631089455,309.94297371567,296.62764004447,281.343130167,266.82940032811,251.38377298057,237.90422615106,226.60087871092,214.73816965927,205.30144783673,192.47694096472,183.20028036017,172.58672236927,165.73065757499,156.6096018079,145.17364459904,140.76744641541,132.06620675125,123.19211032752,116.27636082334,105.00648338924,93.589223867821,82.05258544749,69.35909656732,52.338347998297,38.484937526738,21.468848660956,7.7118387696472,16.184877926564,1.4891932540313,0.52908387181491",2,73.502898083777
,9455885,,3,176.66,107.89,29.07,6.979,143,22.11,803.33,128.47,545.79,1705.92,138,0,351.99,50.6,0.35,0.832,1.232,0,"44.870973665818,20.84450022857,63.002133321308,98.164510686048,166.45917074903,209.38581016667,227.54839238802,243.4537333689,249.84009762253,259.6738713251,278.14600483866,291.72938596866,311.13194398877,321.99453697244,336.04136516891,337.05384025592,342.51938640346,346.15175814507,345.81071718203,346.14437578678,348.25567385567,348.13236061147,351.99306409634,350.38297748543,349.51066679889,344.91974647617,345.58332636618,336.62573625903,332.92473038105,325.15411996042,313.05656546908,306.47466661999,291.75719550763,278.82996491982,270.49146349428,252.43313370637,247.04207768256,235.97610173589,224.48760844817,218.12103184161,208.74450268986,199.07617448198,191.95836821074,183.22236243295,174.26967047673,167.99319874215,164.47531457848,156.51510106131,152.79009835984,146.0587083839,142.16322285203,139.68399772626,131.22477070792,125.63061063926,113.99503830367,105.23335607921,93.402488208155,79.998341189596,63.545564852349,51.558375518024,33.611638504827,17.22149361086,6.8666137479462,8.406737535829,1.831971861949",3,107.88704844972
,9455885,,4,219.39,135.76,30.74,8.926,140.8,30.43,832.1,117.29,542.99,2248.9,140,0,356.97,50.6,0.36,0.759,1.193,0,"54.902467898356,37.954388874115,80.785603791651,143.05952946539,197.58699148728,232.35603122349,257.04347400733,263.72482132255,267.39843338106,270.0515825578,281.59077875262,295.84463498497,313.00552160469,325.12390462567,334.19152652242,343.59508178902,349.65045372856,347.05782003182,350.50016375162,348.72832453352,353.28233363478,352.50163092811,356.97250343991,355.91344178691,356.02610394017,348.74002921368,348.23486535968,338.60039070505,326.83127388242,318.98116863074,306.00772616179,290.81931398116,279.72296977305,266.5446657825,256.10041558167,245.27192362291,235.72642154825,225.87606751534,210.71011154616,203.58625194288,194.58627398186,185.38103270997,182.8424758834,175.07324496239,168.8884574399,162.59273152025,157.93808933698,151.45632317003,146.639033241,141.75540289931,135.04016207875,130.02105574983,123.17103031837,112.69599560955,103.92248171845,89.744262953162,80.856033488775,59.472824583261,48.766289885913,45.180823326727,25.66872741473,2.7396724301617,8.1030733505627,9.9213383952382",4,135.76301845663
,9455885,,5,243.62,157.33,32.28,10.784,138.6,38.74,830.8,111.88,520.38,2769.28,142,0,346.03,48.4,0.35,0.72,1.139,0,"61.35800418725,44.79370320349,83.797608846518,140.92995936739,185.91329163994,221.1981511346,251.51874566667,254.37612883099,261.05519427766,261.55989474469,274.92342948147,286.15875378315,296.47293460011,308.50607282302,319.6285536516,321.43670302501,333.081649298,333.69635696376,340.02326489263,342.0824523892,342.59316212602,346.03424349436,341.75221886859,337.1224093653,336.92702107237,333.36250327373,334.43515814037,323.80678096786,317.66578816966,307.77025731753,292.23567566631,284.76501081618,269.94263251902,261.68484650813,251.3414047344,238.85932308378,231.46314281525,214.70671065923,210.42968107039,194.93408275621,188.42375059348,181.78302405778,171.26284542321,166.22523041422,161.10685866274,155.91153855976,146.83361983994,141.46420556968,132.20404559613,126.68864615972,124.96662167084,113.60369091563,109.86783425866,102.25053093765,92.663909753994,84.969558521935,65.686704270829,56.026339418114,46.379838449696,23.347472303765,13.81452622762,17.668564825276,0.63825155244657",5,157.33432447089
,9455885,,6,263.43,175.02,33.58,12.531,136.4,46.94,820.31,108.92,538.21,3307.49,144,0,361.76,50.6,0.37,0.691,1.096,0,"65.152499321378,27.899426332573,66.334106649863,110.02958732106,180.11659509609,227.0174269714,254.23816734168,267.68281907526,277.5230020876,278.06190349167,289.68913165435,296.07623687942,306.94458855241,319.65343079276,331.36665278667,342.01933459177,351.53775901153,353.65391292798,360.43350322498,356.22906908972,358.13983410284,358.3498383712,361.7611328306,358.41263140529,358.20050875086,356.09733473397,353.7652289684,349.40902840465,342.92611192386,334.21887425105,323.1972158505,302.25580079873,291.90624273878,277.31849125666,264.16697476636,258.39913028456,244.57597120647,230.37266564605,219.79844395902,206.97593270349,195.89969199293,182.592287536,173.12156851188,163.50635227737,155.80191708006,154.14598363951,144.25017351739,140.4244632784,134.49606074089,128.51285215492,124.54977770698,114.33765013538,108.21019094856,97.899646370225,89.623957780633,83.399934379139,64.728563009648,56.411849340268,41.916064336986,31.592535019475,25.42792081384,2.9355707558981",6,175.0169438833
,9455885,,7,270.92,188.72,33.76,14.323,132,55.25,830.5,106.98,520.81,3828.31,147,0,348.16,39.6,0.3,0.66,1.117,0,"67.161020202939,58.945336840605,94.540304340177,163.47441700247,207.34881813149,238.37718514794,257.61348498318,265.99897918789,268.82214976644,276.1002366698,288.05993164209,307.97376248954,314.88145968976,329.75219245171,340.46782878144,343.56786928644,346.68215613725,348.16370155494,347.91119003087,344.12797453989,343.48367333622,340.95016057948,339.95550546555,344.17160811869,339.40066218582,337.99184311816,327.13549326645,321.39621470409,311.5551709453,301.28311538011,290.59284568911,279.49867233229,264.06834984299,258.11064996802,247.94746186719,233.45796573116,224.7016548659,215.73427812383,206.56663945464,197.21009447054,183.5274994138,175.8675006199,163.90903243335,160.17498863777,156.39080142283,150.44967708631,144.44041277681,142.6053731181,136.50312981749,128.2171810258,121.99489890327,107.19983909226,98.727136533127,85.957106758432,79.55227054418,71.010012997695,51.836242723239,39.070728015684,34.818532546174,26.366977225911",7,188.71800388883
,9455885,,8,269.45,198.81,32.22,16.156,136.4,63.96,871.06,106.88,507.99,4336.29,148,0,342.05,46.2,0.34,0.684,1.178,0,"67.705040367377,52.562434142013,85.561351337835,136.72757848047,173.35025459322,196.72756290228,217.85950953929,235.29825314077,248.93046218093,254.22708155132,274.41726659851,278.87435117751,294.02240282069,305.11160604214,316.58076068203,325.30126062048,332.70551378621,333.84767375826,338.21026544708,339.31860547882,342.04767718339,339.64043035924,338.74750866778,335.94496135229,334.69865610183,329.68816931477,326.2042032663,315.09776439351,305.36045078735,291.42821852028,280.78126631503,265.90247043643,254.42427485315,244.55199342274,232.43148232103,225.93787307753,217.28546334398,210.43520563901,205.44650057181,194.27398181524,184.92680233496,177.46097158308,169.87506696341,164.23390319478,160.5773040137,150.66066752319,144.77891679623,140.91339804581,132.8395243556,130.95689565127,124.8741605182,116.65046182811,112.56509973694,100.06547468197,89.610927646388,79.128015092494,64.443870600784,51.860154826991,45.563733529984,30.964417718126,16.441412175381,14.41847084653",8,198.8093752257
,9455885,,9,269.86,206.7,33.13,17.956,136.4,72.42,845.97,107.04,508.14,4844.43,151,0,335.83,37.4,0.27,0.685,1.126,0,"67.903796428537,36.299083585836,69.190823522201,120.07481533586,177.12142486888,213.05405954007,241.52106778051,258.04805605731,266.45137216345,269.26107736004,282.46540609621,291.62626398895,304.11631919072,312.43191374645,324.13025909616,328.33545119901,335.82532439023,335.40212304421,334.84014781464,334.13685333061,329.89992994212,327.0910764413,325.80221662922,320.84220350643,319.15565705093,311.9073537335,307.95045438759,300.08721311555,293.74065003913,283.3553203978,272.58136679009,261.43403360731,248.00049428582,240.011269615,231.79556436971,223.36244134243,210.75794091151,203.85742229186,196.81075732537,185.60032152092,178.23639875784,168.72361835161,163.1418945674,161.56588573376,159.9654483947,158.3409296049,152.56938426037,148.79518913643,147.04943372702,139.04978476476,133.05312096944,124.91791601561,116.72015028113,108.46906269341,102.26424006733,87.669556933697,79.305874067109,60.496993063794,47.958241752187,43.767359828988,18.867157845087,8.5806529004531",9,206.70344493234
,9455885,,10,274.15,213.45,32.99,19.759,138.6,80.94,852.13,106.73,527.72,5372.15,152,0,344.3,41.8,0.3,0.693,1.126,0,"67.986101941932,40.54773275672,72.024269582642,120.10713602583,174.31031600591,217.12214671817,247.0568461659,265.1344171348,273.71771546035,273.7929617928,290.07822468437,297.95271430935,315.18908691087,320.75483998934,329.58772480733,337.12338407561,341.66790963701,341.39942124754,344.30375926356,342.17788923864,341.5360331939,339.02165656276,338.03291047987,336.89270614447,335.59888206156,330.51438885098,330.64705268751,325.10654536007,319.26385129301,307.40843880366,295.06175975706,282.24334412702,267.01608872599,263.15680285696,251.19126018012,238.88292898707,232.30568809557,215.40277603458,208.34007683236,197.02308212529,185.49412152897,175.84020995434,166.03823731992,162.34961457621,156.52062177527,150.6190792179,148.85077898181,142.84921978076,136.7862974913,137.00976336799,130.87773921203,126.81608334547,120.59783982813,110.0836152907,103.76816082538,91.040441409797,82.531318406592,65.509384112969,54.861594249333,44.236484014175,31.538039311516,14.698418707898,12.654692759743",10,213.44834756691
,9455885,,11,276.15,219.15,32.89,21.584,138.6,89.52,857.85,106.31,526.82,5898.97,154,0,342.09,41.8,0.3,0.691,1.133,0,"68.482600034961,46.293071948163,85.061567685519,132.4051785189,187.43075869477,221.11231270196,250.05384592557,269.82904952255,271.25616158286,272.67107249756,287.56062150708,287.79071428329,300.24386717234,313.12872153415,321.73687953613,330.62032343565,336.54417384707,337.67894455608,342.08558948173,338.1053085309,337.26393423416,334.53556982093,335.10677036767,330.24581313989,330.50534925629,328.8519957155,325.18972898172,323.17017766827,317.20139278237,310.93377934557,296.6305396405,281.78828599796,274.31644213908,258.63317773522,250.49353542755,244.13050658468,227.43422020302,218.51102264087,211.43827191378,195.95640866205,186.40948949555,176.70054084223,166.84244104433,158.94310920075,155.14543218838,149.19398513005,141.06458471874,137.08627780126,133.07046931025,129.01937118656,122.80866040027,122.94111320587,116.6769868566,110.37364105972,108.30689936921,95.547796414392,84.881596151372,72.062013119677,63.501638902693,50.695640762373,37.92427317684,27.324833813552,14.678466075352",11,219.14858197066
,9455885,,12,268.19,223.24,32.82,23.388,134.2,98.09,856.87,106.67,493.59,6392.56,155,0,325.35,41.8,0.31,0.673,1.155,0,"67.823933135534,58.108641033576,105.30205385738,159.93007796024,190.23369066622,218.42465556261,241.67693766494,248.25230268691,255.00498034105,266.38982194909,278.13518253344,285.71025574399,298.12237929575,304.73157895147,311.52784109703,312.12272983054,320.74603787891,319.79038279043,325.34631932192,320.9274917109,319.63827378485,316.47484753681,313.09523018925,309.49898007719,307.47553231735,303.49104556941,297.46030626073,291.15106237528,278.96752101587,268.22658558354,259.01845635674,245.68154199027,239.67651173165,231.55093569372,217.3431619421,210.67226806317,207.80356746443,194.92171162203,195.77682655593,186.59758613107,181.28754555767,181.96006843173,176.53441861198,173.0615807481,163.38490027468,161.79741311667,151.93654936701,150.22801368839,144.35122936265,132.17896844682,128.22116737179,111.7286654111,105.55972472079,93.104021258808,80.607501595478,66.009386277625,51.417522795125,45.156499848151,36.846267070958,10.006451816999,1.859125765632",12,223.23557713076
,9455885,,13,270.17,226.85,32.89,25.191,136.4,106.59,850.29,107.26,521.54,6914.09,157,0,346.82,37.4,0.27,0.684,1.14,0,"67.316789511312,40.088112080057,78.129106302397,128.64047941648,182.60274960891,215.6090471631,241.14772397039,261.83668392722,268.88466600083,276.13697591514,299.78450427977,304.96015405081,322.36207118838,334.31080414023,340.46751521649,345.20483690046,346.82288080366,346.75244214511,344.89189070888,339.46420311639,337.06820200055,329.28933972817,331.53372037362,328.47410881161,321.61538745842,319.81976267042,312.37880256684,302.72996949198,300.14481149065,289.84899083344,282.96802172784,268.11958038165,260.55089376691,250.77753805864,236.77432935328,234.30284386885,221.76762830705,212.95491042123,207.98428786469,194.78388828268,189.49276616394,177.96071146953,174.46654133973,166.78930386646,159.00335068873,155.26808926659,145.24136003426,143.450875659,143.73138648931,133.53273440603,131.64002884158,123.42119372089,106.72284869956,106.78125252996,96.304807665303,83.684862504935,79.459391956811,68.918995453422,54.18072862129,49.949807011017,29.00440555331,22.755019069706",13,226.84568816062
,9455885,,14,271.1,230.01,33.02,27.015,138.6,115.1,851.27,106.72,513.94,7428.03,157,0,328.61,41.8,0.3,0.694,1.123,0,"68.151573539594,33.505242934061,69.442141256361,113.81350430834,164.25386373711,201.61699316642,232.84919817974,247.80759027005,258.87852676498,268.82570773033,276.11205542015,288.12288796801,300.53977364424,307.21365017514,320.33728294857,319.65676389062,325.27208173784,327.7677083204,328.61221528879,327.71133368924,328.36281001744,322.06559224965,325.84997664205,317.36267507904,317.36205144347,311.86613665057,307.90656049245,305.57138653981,295.62514703991,290.92134397289,274.59796298922,263.47494852281,250.0593107993,236.2534000077,229.92055312804,219.47325389313,214.73129486148,207.87858184282,202.8817850754,193.74473641118,188.48677522114,181.0969139513,173.58333940804,172.10414622297,168.54022795824,164.9221410127,159.17978457263,159.59698216243,155.84579562495,145.77558048337,146.072919265,133.76946169664,125.56293848747,121.50499439351,108.98472548587,100.61521842051,90.101868120774,77.452160399044,64.789817383922,50.034889294875,33.223545332873,22.763900398718,1.9611975794185",14,230.00649753527
,9455885,,15,275.07,233.01,33.26,28.813,134.2,123.56,845.84,106.64,527.48,7955.51,159,0,360.4,37.4,0.28,0.669,1.135,0,"67.84911489293,49.902975128987,91.272453791254,142.64111133265,190.64399847317,227.11751829082,256.13515387481,268.82076364766,274.62099428056,277.6203788067,292.63727876727,305.15730344888,327.35118452523,333.27901794611,345.69728465745,352.14498785677,360.39819482161,355.64206131318,357.24213810888,353.65606742413,349.76826171461,352.59882619774,350.09279911005,347.35475423541,344.38276520405,341.17524886234,339.60584997888,326.48673002218,320.44831782027,300.52888549683,287.69630952599,278.35301130996,262.70449206787,258.63021969032,246.31950951474,239.78410599579,228.96634718107,217.88712047,206.56293415341,192.92702758759,183.23520233301,171.28422229806,169.7008239645,159.62986903124,153.67403545233,149.77431498653,145.83011085176,141.84354365544,135.67556497819,131.59701836746,121.03933611948,116.85985328238,114.80658552761,95.509935918096,89.063004920685,78.296858905558,63.221901417774,46.017682391982,37.426646004587,24.607039479548,3.3653720234886",15,233.01077732639
,9455885,,16,273.79,235.56,32.5,30.644,132,132.23,866.43,106.53,516.77,8472.29,159,0,356.73,35.2,0.27,0.658,1.188,0,"67.769545131983,67.769545131983,112.05599425756,167.96360639056,216.58299434359,249.54149255478,270.66177976852,282.33680295354,278.18830452127,290.21132273301,298.11043380449,312.37986549099,322.51459350095,332.99651676291,345.44370772074,356.73065162826,353.58778325108,355.16918051296,349.89815501746,344.25160312591,341.71795447201,344.2607977228,336.05459261353,332.83775451473,329.39075633743,321.99678667577,319.87047745052,311.88159537368,301.60867204004,288.97767743508,275.88366176183,264.32299038159,252.39773237201,240.12686439691,233.58227527307,222.80230369557,211.77025954855,208.71421844351,193.20309784073,185.70264683232,175.99276754652,168.22200286502,160.34089829691,154.45890649983,150.61242134596,142.49671412985,140.64805737358,132.41670533677,121.99060293547,117.86894531941,109.46325157842,103.14211037828,92.533026017981,88.279633559358,81.887192046359,75.484807322764,62.703258010424,49.934673407771,39.316627903916,24.522743288276",16,235.55966642332
,9455885,,17,278.52,238.09,32.99,32.444,136.4,140.78,855.89,106.26,534.65,9006.94,161,0,360.29,41.8,0.31,0.677,1.142,0,"68.33083630363,53.006738131595,91.97790706582,143.82151894199,189.44871720482,229.05177156712,251.14225941423,271.04539802436,276.90408066411,284.41211709364,299.69754063058,314.00745173614,322.63407618758,337.84195418809,342.44524116756,353.62798559699,356.97269528264,358.66261204342,360.29020688878,354.9625556547,349.25232569751,348.4712851078,345.74207975206,344.59865353198,343.29690400821,341.83469766061,336.43184870162,334.53974997038,318.94259236926,310.50854953367,295.78582441096,282.51439864211,270.79812437226,258.70547452131,246.25566783657,237.57819823617,228.67426684454,217.47417102745,212.30390943029,202.81348173872,191.02691464525,183.27877885093,171.14688675927,163.11504199086,157.12063238414,153.20097239615,147.08178339783,143.05593014701,134.66425512917,126.19995340621,119.84091529303,115.61067738342,107.01037215172,100.54194017626,91.875286441883,83.185088525045,74.481364800238,57.10395173574,50.572739082996,35.426619260198,20.352414545365,16.096208755066",17,238.08663333976
,9455885,,18,279.71,240.4,33.31,34.222,136.4,149.3,851.53,105.75,512.63,9519.57,161,0,351.21,41.8,0.31,0.677,1.124,0,"69.451450818661,46.720893422753,94.963689552051,140.7000348042,195.76215323237,227.49375987335,254.29256103921,273.0737795777,274.47963004041,281.94793824626,297.32556574274,302.34221601049,321.68876301389,328.97270341817,338.09637974314,342.57575708955,342.12387574756,348.30737849239,351.21183187432,341.92082217841,342.69856063069,336.24045713599,333.02946627365,331.42298531939,329.6578696587,327.7325650458,321.84273511758,311.80493200268,303.27701891239,288.50824053072,273.21486266933,261.417686308,245.24046116192,230.65332648825,221.8183362163,210.72902171475,199.40630322074,192.00228539509,184.46351935909,168.46010037571,166.86873181838,161.0551450246,153.06113664952,153.41250510185,149.53316712178,143.48869570839,139.50769040951,137.61765771546,131.44103337303,127.34979284811,127.50749239356,116.94699324769,110.610354414,104.23970900462,91.400811529688,82.817401152875,69.933329391208,54.911194813296,46.32729558449,35.641161872843,20.757654925333,16.55399828374",18,240.399116197
,9455885,,19,275.14,242.23,33.43,36.018,134.2,157.76,845.66,106.13,509.61,10029.18,162,0,350.68,39.6,0.3,0.667,1.128,0,"68.248378148469,59.810123840473,102.00397816981,162.97211871685,202.26585420111,232.4868003042,250.51429228458,263.22475806933,268.89150717099,280.7365998334,297.5528450349,305.6981018107,320.36852830763,332.40452211571,335.19389248542,349.44816838926,349.29250465615,350.68113677283,350.29309853946,346.29089730711,343.74383726396,344.53064904695,341.62921001083,340.32348651312,337.00723822379,331.58133380293,322.05427955016,312.08231250293,303.61444775057,292.83256115794,277.69224691043,264.03903319013,249.96529286021,239.53938318476,226.80222460539,217.85428110562,202.53044548593,191.0425271937,183.50245874618,175.83562486941,165.95825785694,160.14156564672,150.03993263457,144.04286538103,140.09695325561,133.99283119066,134.20139884412,130.15683636568,123.94819430103,124.09182911919,113.55640306856,102.95879701472,98.725419916987,90.200470475054,81.652532700517,73.091406984722,60.262308532915,45.322183072887,34.676189119801,21.964302115957,11.442643214556",19,242.22772578319
