id,workout_interval_id,ref,stroke_number,power,avg_power,stroke_rate,time,stroke_length,distance,distance_per_stroke,estimated_500m_time,energy_per_stroke,energy_sum,pulse,work_per_pulse,peak_force,peak_force_pos,rel_peak_force_pos,drive_time,recover_time,k,curve_data,stroke_number_in_interval,avg_calculated_power
,9332315,,2,122.57,122.57,18.75,4.576,147.4,10.28,1027.61,155.7,645.83,645.83,100,0,437.9,59.4,0.4,0.982,2.218,0,"27.681158844467,6.6852481425245,39.862927043589,75.430008906063,115.78630722638,152.73880661112,176.53868974623,193.46952245355,211.49443983828,223.94388441341,241.30683085373,260.77179728207,280.84611955614,297.04718667891,316.2947359864,329.71979442954,346.47595372593,358.0888214697,370.75862404262,382.90006113335,395.54658652546,404.44302320787,413.3828055233,422.35193227527,431.33523171644,432.49837423856,437.90354111853,434.51335858051,436.88294010919,429.61256087825,428.31388059439,420.88362845966,410.22254737066,397.02043960036,387.77439111708,372.44204132009,361.43534885114,347.23736514367,333.81476637913,322.4156811866,313.30732066285,301.29392968025,289.55997695608,277.07732315136,265.01063872658,252.29772317056,241.30345473282,229.80727348235,216.63890347487,205.39140031006,192.54202339651,179.30012456846,164.4664373408,149.28469407656,138.77911583347,123.08546254161,108.41989464345,98.611463495252,77.392878624328,66.118693151561,54.81063692907,34.71280693359,19.675895029834,15.941354247726,2.2958961585329,7.3192194554583,0.02229706785228",1,122.56967194347
,9332315,,3,168.69,137.94,18.48,7.788,138.6,22.61,1233.36,131.63,643.51,1289.34,104,0,447.05,59.4,0.43,0.818,2.429,0,"39.403198938319,34.509292488037,73.699176251906,115.88593310963,160.4322262849,191.46186876179,214.24532263303,234.8972256254,247.92311744171,264.36550328304,283.13311974521,306.6209267614,326.46224680747,348.33116587203,363.84670680736,375.43103382124,380.91573532917,389.75884185733,395.34612024948,406.28207799545,412.99684623299,423.54510583514,428.55466622263,439.46325652462,439.30048146116,442.77560216785,447.0504740195,446.58895410307,442.03753300101,437.75584688514,424.11483232399,415.21048233318,402.71999603305,390.31616334262,378.11945408178,362.20705154108,346.51526720865,333.95810303002,319.18391190116,307.86445443173,294.46543720016,281.87048371983,268.69378438312,256.4635655582,240.7219486152,227.49820490753,212.31386355299,202.91386120798,188.57377353552,170.76059845094,158.91317251917,142.10606387815,128.23776894903,115.79850404883,101.64464588116,90.58104632135,71.476924179326,57.113575734775,37.978120600693,22.078173358487,11.014079689987,3.114853873533,4.8435485772356",2,145.62742515716
,9332315,,4,205.68,154.88,21.79,10.546,143,34,1139.2,120.83,640.68,1930.02,109,0,423.04,57.2,0.4,0.788,1.965,0,"48.903263794483,9.3491085018827,51.316870373937,90.895021745018,144.59084861392,189.38991139538,217.52812830186,235.3448249618,246.74264690202,258.61332159613,267.27395090677,285.73318813084,303.17730068776,324.45735254712,343.88367297773,358.20413645875,369.02699469858,379.2262045352,382.11149822385,388.23481399537,393.29530581426,403.08123762237,405.97087305507,414.86868066085,420.24511952054,423.04096867634,420.36858971283,422.53822542991,421.74159770113,419.1351734377,411.7132072739,407.90520307847,391.63100716026,384.78386163796,368.05814358004,353.39182609727,342.6087079546,324.72022668627,310.83268552318,297.93194932397,281.10993537366,272.06718769591,255.84587541071,247.67505794814,235.76031373237,226.98321895599,217.95497922257,208.68745701557,200.97462129748,187.70920517877,177.77895192993,171.28233608657,159.22628255196,148.81157296812,138.25943544716,120.26632941285,109.4473293662,96.720284555785,74.764083243842,61.925403752426,54.575298870744,38.110227687409,16.251076812735,10.849334757262,10.906760628933",3,165.64540138108
,9332315,,5,224.94,168.89,22.84,13.158,138.6,45.34,1133.97,115.83,631.24,2561.26,114,0,400.24,59.4,0.43,0.739,1.888,0,"53.291006249018,35.850983283408,76.502557732539,128.20518995462,181.91282084848,222.34870839409,253.25103835427,262.90816901226,272.93416292648,274.86468395753,290.78329429388,305.22165669611,324.77913631467,345.30923974568,361.08662633258,375.25882874325,386.45493181023,390.66736393978,394.85239460118,389.95465148816,394.98924688866,389.28852356474,391.1809036024,394.32243836338,397.39277423689,396.02322151378,400.2408374942,399.92715356307,399.34418112332,398.48477169513,395.74775448624,391.01129958362,382.50782719577,368.34073688083,358.39890098108,342.66927848107,331.35067855894,321.21469891956,307.00303941334,297.59902523044,287.79070271165,275.74658736202,263.26875938628,246.6279668641,237.0605052199,219.61477242977,207.49189111153,200.87291354805,186.3755857832,173.55672581584,162.4804789433,151.24550299458,137.9098337844,120.50845862413,106.90156686733,89.284140402762,75.53826379799,59.812139170439,49.976860466653,40.164317977004,28.43831107821,22.605661849972,14.87148863882",4,180.46887837028
,9332315,,6,226.95,178.57,22.4,15.828,136.4,57.03,1169.3,114.51,602.29,3163.55,117,0,403.41,61.6,0.45,0.726,1.952,0,"54.8032584692,24.684930030674,64.753859772322,109.05072734618,165.17192663625,205.34247602097,236.51657740863,257.33894975969,264.03796177315,279.66024245339,288.21094273972,308.32296304991,324.81105013296,340.90796291151,355.39044030359,366.90130168761,376.41420062097,382.47675640201,380.90575383817,384.22768421694,384.80498897494,389.26211661917,390.94157872546,396.73394799318,396.81707861996,401.08199415436,402.33438645841,403.40709285697,399.60280984964,398.5222534755,385.81921397699,377.15814452425,362.85373967457,351.07897905903,336.90293675744,320.25221217014,308.10691409872,293.63743852032,278.58486385909,272.047142147,259.76407851501,247.07703217472,235.86742094487,224.34399942172,214.40938673693,204.23754090794,190.03330038093,183.21321187451,166.65751084085,155.63637886153,146.40138995695,131.240936113,119.81858047601,108.30700921668,88.948468644135,79.240924769606,67.573443437009,52.025964717922,38.44396615978,26.844327564039,15.309457052604,1.8866512941227",5,189.76475710139
,9332315,,7,200.06,181.64,19.6,18.856,134.2,70.05,1301.33,117.61,538.94,3702.49,120,0,373.68,55,0.41,0.743,2.318,0,"50.479295570209,49.584092159176,87.232796523954,134.35001201479,171.58303100833,204.43144098473,225.41413393427,242.50027221631,250.66192076623,266.96156257559,277.01312953074,293.55647054369,310.88368723091,325.90268649422,338.42054669414,348.2136384421,353.91121231863,359.71981893306,358.63865709192,363.17773784652,361.67504037075,368.492963464,365.38127320401,366.97809410771,373.6813315309,369.85189325763,369.64284084283,371.96985212681,357.26538337748,348.72449329838,336.64309281699,316.41357036132,307.11487134052,295.78834392512,279.29918665798,271.42007588394,252.21677477899,244.98983753788,227.91949789594,216.76725641701,206.91777032705,191.91814758746,181.49382691619,172.49770640654,163.32731208445,152.33399481063,146.17490909835,136.57924639417,128.54062367705,122.09364844634,112.21094969449,102.24535895205,93.901261630627,85.512200043688,70.332465333969,55.127971859329,44.986669718412,33.18868251966,26.466774111402,13.097779374548,13.139207258771",6,191.47992674102
,9332315,,8,200.13,183.95,21.47,21.647,136.4,81.68,1163.44,120.07,567.5,4269.99,121,0,381.5,48.4,0.35,0.756,2.038,0,"49.58396512009,36.570590248759,60.826344053863,117.46252020035,167.26282051568,205.22813892852,233.82282901492,253.56751670784,264.86527937848,278.54492371036,290.90828619789,305.80225711097,322.42224196996,337.82707742716,347.69900967774,360.11453560685,363.21915510004,370.72244740256,371.56579960483,375.67323769489,377.36866084,381.32026932856,381.50273317373,380.13592843785,378.40207073201,380.25759015633,373.88508326635,373.74445458651,367.77405472483,356.9793324262,346.84496808425,336.01174408093,321.51598870425,312.25426473994,300.94479084738,285.9742404523,273.47072056831,262.02759652706,250.1399162416,237.82880691111,228.36260422753,216.96780733617,201.96250418675,196.52997058281,185.96164123478,178.51704173261,167.55379681553,163.15791230221,150.19430752474,142.15077405486,137.41681965137,122.34554023067,110.55731757724,98.676413949865,83.2893741484,67.848350089959,59.249154142576,43.802921625316,35.228610836984,26.688044410114,13.097945790908,2.9902503545962",7,192.71549381399
,9332315,,9,204.12,186.19,21.07,24.496,138.6,93.59,1190.42,119.62,599.97,4869.96,120,0,396.23,59.4,0.43,0.764,2.084,0,"49.632170860503,21.002697035177,54.755337536663,106.04831057704,159.06972189087,200.29836110271,233.18405958823,245.53151870475,258.39242727903,268.01901541961,278.03326386217,294.34568816004,310.44584800707,327.34027138738,348.22377197455,361.73443755491,373.71105969764,376.18754916667,378.51061656401,381.83611567921,386.26065170574,383.37845001492,388.67552354985,386.42110158195,392.77107916794,391.32401082367,396.22575336569,395.66103149178,393.37816448107,390.68464905541,383.21018182627,375.0635354422,363.23705652102,349.06365251661,338.6701906412,326.06752595776,314.36953018789,300.45623621493,285.90123944967,275.68158613313,266.70885059619,250.65906355646,244.25137368074,227.36256502098,216.88634296885,204.39838658656,193.35648864285,178.57018966192,168.78550732925,158.83193442688,143.40548819493,134.89304313913,122.72012751265,106.8653396145,92.687630788083,83.800069338229,69.529523212067,57.025875335304,44.532333877613,35.622388444591,30.289374258684,9.0962249278471,5.6428585436336",8,194.1411199718
,9332315,,10,208.3,188.4,20.56,27.377,136.4,105.86,1227.4,118.87,623.17,5493.13,121,0,432.52,59.4,0.44,0.747,2.171,0,"49.823707128242,28.918712204329,60.215295857584,100.41988045961,156.21873976029,195.74640299931,226.78726452983,246.29475495174,259.19867041629,266.0092585321,286.58431423613,297.34823066375,319.61850057791,338.98655299957,358.34923845575,374.48516779455,384.87260641825,395.6674957926,403.4396692627,405.51643011923,414.5864142368,416.53559250434,422.01785812832,423.63487238909,428.93981103848,430.18853548989,432.5238545722,429.00699653981,429.21159095275,423.20582618056,414.98713025814,396.79556271539,385.05216198738,364.54124238995,354.01075245399,342.80913200313,319.41291341134,309.92764976505,293.2198868861,279.22602156133,271.57514913276,253.18842642349,242.97032539843,228.89884846868,221.55172390507,210.42130918706,197.22011709185,187.35594515695,173.65683989815,163.37406958466,147.43303871535,138.63680008925,122.37323152503,105.9662487907,98.67832558327,76.591865251698,69.204184958198,56.287281914602,41.547487774539,36.019177949983,23.201230721735,12.281291526464",9,195.71469812763
,9332315,,11,177.05,187.37,16.08,31.128,136.4,121.03,1516.59,123.01,565.1,6058.23,123,0,392.43,50.6,0.37,0.788,2.943,0,"43.890071799293,40.274781197777,67.763516264653,123.20614858535,168.93556426183,207.34894312697,237.61307970345,251.57739754062,267.79879339326,280.01135464841,298.58786903263,313.98538576383,329.34943128297,342.01069403306,353.48693601407,360.84942728455,370.30993792997,372.32241941295,380.08900092209,377.83090922541,384.4384596336,387.94526192606,392.42875255596,391.24351383246,389.59739880035,386.30208584521,382.44063971428,371.87799657148,362.84681213859,350.46261641086,337.13513828164,324.2011107649,315.77665107647,300.02204618477,287.54155919184,275.81379110304,260.7160899195,250.66868473313,238.77597971829,224.99834038665,216.60976849301,206.48031406257,201.98918514531,189.89414959182,183.51043715895,176.97168299892,170.28486890086,163.45734324122,156.49680461477,146.32819168115,134.45367543399,123.9715428446,108.70602697133,91.751340364176,77.80990278005,62.264620795689,51.364981368859,38.924768623092,26.521392112333,18.804932538453,6.5278638241243,3.5319826452842",10,193.84864475692
